"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2011","Alfonso Soriano","Cubs","508","5.3 %","22.2 %","0.24",".244",".289",".469",".759",".225","2.4",".266","-3.7","-0.3","61","3.9",".326","101","847"
"2006","Shea Hillenbrand","- - -","566","3.7 %","14.1 %","0.26",".277",".313",".451",".764",".174","2.7",".290","-0.6","-0.9","68","-2.7",".326","92","196"
"2000","Jose Offerman","Red Sox","527","13.3 %","13.3 %","1.00",".255",".354",".359",".713",".104","3.7",".283"," ","-3.6","62","-6.9",".326","86","205"
"2002","Aaron Boone","Reds","685","8.2 %","16.2 %","0.50",".241",".314",".439",".753",".198","5.8",".254","1.5","3.0","82","-0.2",".326","93","311"
"2010","Jose Reyes","Mets","603","5.1 %","10.4 %","0.49",".282",".321",".428",".749",".146","7.6",".301","0.8","1.5","71","2.2",".325","102","1736"
"2012","Dan Uggla","Braves","630","14.9 %","26.7 %","0.56",".220",".348",".384",".732",".164","2.8",".283","3.6","-1.1","77","5.3",".325","103","3442"
"2006","Luis Castillo","Twins","652","8.6 %","8.9 %","0.97",".296",".358",".370",".728",".074","5.9",".324","0.3","-0.1","78","-3.4",".325","95","513"
"2005","Hank Blalock","Rangers","705","7.2 %","18.7 %","0.39",".263",".318",".431",".749",".168","1.9",".294","-3.6","0.0","84","-0.3",".325","93","1419"
"2010","Carlos Pena","Rays","582","14.9 %","27.1 %","0.55",".196",".325",".407",".732",".211","2.7",".222","-0.1","0.2","69","2.0",".325","105","934"
"2002","Luis Castillo","Marlins","668","8.2 %","11.4 %","0.72",".305",".364",".361",".726",".056","6.4",".346","0.9","3.2","80","-0.4",".325","100","513"
"2011","Erick Aybar","Angels","605","5.1 %","11.2 %","0.46",".279",".322",".421",".743",".142","7.2",".301","1.3","3.1","72","4.3",".325","106","4082"
"2000","Jason Varitek","Red Sox","519","11.6 %","16.2 %","0.71",".248",".342",".388",".730",".141","2.3",".282"," ","-0.2","61","-7.1",".325","86","217"
"2012","Brandon Phillips","Reds","623","4.5 %","12.7 %","0.35",".281",".321",".429",".750",".148","5.0",".298","1.9","1.5","76","5.0",".325","101","791"
"2011","Michael Bourn","- - -","722","7.3 %","19.4 %","0.38",".294",".349",".386",".734",".091","8.0",".369","7.2","6.0","86","5.0",".325","104","6387"
"2012","Denard Span","Twins","568","8.3 %","10.9 %","0.76",".283",".342",".395",".738",".112","5.6",".315","2.8","0.4","69","4.5",".325","105","8347"
"2008","Corey Hart","Brewers","657","4.1 %","16.6 %","0.25",".268",".300",".459",".759",".191","6.2",".293","2.9","1.3","77","-1.9",".325","95","1945"
"2008","Felipe Lopez","- - -","532","8.1 %","15.4 %","0.52",".283",".343",".387",".730",".104","3.8",".328","-0.4","-2.2","62","-1.6",".325","94","1311"
"2012","Jose Altuve","Astros","630","6.3 %","11.7 %","0.54",".290",".340",".399",".740",".109","6.3",".321","2.6","1.5","77","4.9",".325","104","5417"
"2002","Michael Tucker","Royals","543","10.3 %","19.3 %","0.53",".248",".330",".406",".737",".158","6.6",".294","0.5","0.8","65","-0.5",".325","91","635"
"2011","Jimmy Rollins","Phillies","631","9.2 %","9.4 %","0.98",".268",".338",".399",".736",".131","5.8",".275","0.2","2.2","75","4.3",".325","103","971"
"2010","Alexei Ramirez","White Sox","626","4.3 %","13.1 %","0.33",".282",".313",".431",".744",".149","4.7",".300","4.6","-1.1","74","1.7",".324","95","5133"
"2003","Scott Hatteberg","Athletics","622","10.6 %","8.5 %","1.25",".253",".342",".383",".725",".129","1.3",".261","-3.1","-0.5","74","-1.8",".324","96","916"
"2011","Danny Espinosa","Nationals","658","8.7 %","25.2 %","0.34",".236",".323",".414",".737",".178","5.5",".292","2.9","0.5","78","4.3",".324","103","9219"
"2004","Tony Womack","Cardinals","606","5.9 %","9.9 %","0.60",".307",".349",".385",".735",".078","6.3",".334","6.2","2.9","72","-3.1",".324","94","78"
"2003","Torii Hunter","Twins","642","7.8 %","16.5 %","0.47",".250",".312",".451",".762",".201","4.1",".262","1.4","-1.9","77","-1.9",".324","95","731"
"2004","Ty Wigginton","- - -","545","8.3 %","15.0 %","0.55",".261",".324",".433",".757",".172","4.2",".281","-0.2","0.9","65","-2.7",".324","94","1491"
"2010","Juan Uribe","Giants","575","7.8 %","16.0 %","0.49",".248",".310",".440",".749",".192","2.3",".256","-1.1","-1.0","67","1.4",".324","102","454"
"2011","Neil Walker","Pirates","662","8.2 %","16.9 %","0.48",".273",".334",".408",".742",".134","4.4",".315","3.2","-1.2","79","4.2",".324","106","7539"
"2004","Royce Clayton","Rockies","652","7.4 %","19.2 %","0.38",".279",".338",".397",".735",".118","5.4",".343","4.6","-0.3","77","-3.4",".324","80","226"
"2009","Andy LaRoche","Pirates","590","8.5 %","14.2 %","0.60",".258",".330",".401",".731",".143","4.1",".286","-0.2","-0.2","68","-2.3",".324","95","6444"
"2002","Craig Biggio","Astros","655","7.6 %","16.9 %","0.45",".253",".330",".404",".734",".151","6.2",".289","2.1","2.3","78","-1.1",".324","91","549"
"2006","Melvin Mora","Orioles","705","7.7 %","14.0 %","0.55",".274",".342",".391",".733",".117","4.3",".300","1.6","1.5","84","-4.6",".324","91","157"
"2005","Mark Kotsay","Athletics","629","6.4 %","8.1 %","0.78",".280",".325",".421",".746",".141","2.9",".285","1.8","-1.3","74","-1.1",".324","99","1042"
"2004","Bobby Crosby","Athletics","623","9.3 %","22.6 %","0.41",".239",".319",".426",".744",".187","3.6",".278","1.4","0.0","74","-3.4",".324","93","1818"
"2012","Coco Crisp","Athletics","508","8.9 %","12.6 %","0.70",".259",".325",".418",".742",".158","8.1",".280","0.0","5.7","62","3.6",".324","106","1572"
"2008","Brandon Phillips","Reds","609","6.4 %","15.3 %","0.42",".261",".312",".442",".754",".181","6.4",".277","2.4","0.0","71","-2.4",".324","90","791"
"2002","Benito Santiago","Giants","517","5.2 %","14.1 %","0.37",".278",".315",".450",".765",".172","4.2",".295","-1.4","-0.1","61","-1.0",".324","98","1130"
"2005","Mark Grudzielanek","Cardinals","563","4.6 %","14.4 %","0.32",".294",".334",".407",".741",".114","4.2",".333","5.1","-1.1","66","-1.1",".324","96","653"
"2000","Damian Jackson","Padres","541","11.5 %","20.0 %","0.57",".255",".345",".377",".721",".121","7.1",".318"," ","2.9","63","-8.1",".324","93","471"
"2006","Marcus Giles","Braves","626","9.9 %","16.8 %","0.59",".262",".341",".387",".729",".125","4.6",".304","2.3","-0.4","74","-4.3",".324","91","89"
"2005","Craig Counsell","Diamondbacks","670","11.6 %","10.3 %","1.13",".256",".350",".375",".726",".119","5.9",".276","4.0","2.0","79","-1.3",".324","89","52"
"2006","Brandon Phillips","Reds","587","6.0 %","15.0 %","0.40",".276",".324",".427",".751",".151","5.4",".300","1.9","3.9","70","-4.0",".323","89","791"
"2008","Lastings Milledge","Nationals","587","6.5 %","16.4 %","0.40",".268",".330",".402",".731",".134","5.2",".300","2.6","0.6","68","-2.4",".323","93","6441"
"2000","Tino Martinez","Yankees","632","8.2 %","11.7 %","0.70",".258",".328",".422",".749",".163","4.0",".272"," ","0.4","73","-9.5",".323","88","1168"
"2000","Brian Jordan","Braves","537","7.1 %","14.9 %","0.48",".264",".320",".421",".742",".157","4.2",".282"," ","1.1","62","-8.1",".323","86","658"
"2008","Delmon Young","Twins","623","5.6 %","16.9 %","0.33",".290",".336",".405",".741",".115","5.4",".338","0.5","0.3","72","-2.5",".323","96","2140"
"2012","Starlin Castro","Cubs","691","5.2 %","14.5 %","0.36",".283",".323",".430",".753",".147","6.6",".315","0.8","-0.9","83","4.6",".323","99","4579"
"2005","Carlos Beltran","Mets","650","8.6 %","14.8 %","0.58",".266",".330",".414",".744",".148","4.9",".292","4.6","0.7","76","-1.6",".323","96","589"
"2008","Casey Kotchman","- - -","573","6.3 %","6.8 %","0.92",".272",".328",".410",".738",".137","2.6",".272","-5.2","-0.4","66","-2.6",".323","95","1930"
"2009","Aaron Rowand","Giants","546","5.5 %","22.9 %","0.24",".261",".319",".419",".738",".158","3.8",".318","0.2","0.1","63","-2.6",".323","95","254"
"2002","Placido Polanco","- - -","595","4.4 %","6.9 %","0.63",".288",".330",".403",".733",".115","4.0",".299","2.0","-0.3","70","-1.5",".323","96","1176"
"2007","David DeJesus","Royals","703","9.1 %","11.8 %","0.77",".260",".351",".372",".722",".112","6.2",".289","0.5","-0.4","82","-4.9",".323","92","1825"
"2008","Jacoby Ellsbury","Red Sox","609","6.7 %","13.1 %","0.51",".280",".336",".394",".729",".114","8.2",".312","4.1","4.9","71","-2.8",".323","91","4727"
"2004","Julio Lugo","Devil Rays","655","8.2 %","16.2 %","0.51",".275",".338",".396",".734",".120","6.0",".321","2.1","1.9","77","-4.1",".323","93","565"
"2004","Jody Gerut","Indians","548","9.9 %","10.8 %","0.92",".252",".334",".405",".739",".154","5.7",".266","1.8","-0.1","64","-3.5",".323","95","1696"
"2000","Eric Owens","Padres","636","7.1 %","9.9 %","0.71",".293",".346",".381",".727",".087","6.5",".319"," ","-0.5","73","-10.0",".323","92","534"
"2006","Aaron Hill","Blue Jays","606","6.9 %","10.9 %","0.64",".291",".349",".386",".735",".095","4.0",".319","4.3","-0.1","71","-4.6",".323","90","6104"
"2001","Alex Ochoa","- - -","593","7.6 %","12.8 %","0.59",".276",".334",".403",".737",".127","5.6",".307"," ","-2.3","71","-2.3",".323","84","700"
"2012","Yonder Alonso","Padres","619","10.0 %","16.3 %","0.61",".273",".348",".393",".741",".120","2.0",".318","-4.5","-0.1","74","3.8",".323","108","2530"
"2012","B.J. Upton","Rays","633","7.1 %","26.7 %","0.27",".246",".298",".454",".752",".208","6.2",".294","0.8","3.2","76","3.8",".323","107","5015"
"2012","Hunter Pence","- - -","688","8.1 %","21.1 %","0.39",".253",".319",".425",".743",".172","4.3",".290","1.4","-0.5","83","4.1",".323","102","8252"
"2000","Mark Grudzielanek","Dodgers","676","6.7 %","12.0 %","0.56",".279",".335",".389",".724",".110","6.1",".310"," ","1.1","78","-10.7",".322","91","653"
"2012","Michael Brantley","Indians","609","8.7 %","9.2 %","0.95",".288",".348",".402",".750",".114","4.3",".310","1.9","-1.9","73","3.6",".322","106","4106"
"2006","Orlando Cabrera","Angels","675","7.6 %","8.6 %","0.88",".282",".335",".404",".738",".122","5.7",".294","3.5","3.8","79","-5.2",".322","92","766"
"2010","Cody Ross","- - -","569","6.5 %","21.3 %","0.31",".269",".322",".413",".735",".145","4.9",".324","1.2","0.6","66","0.6",".322","96","1760"
"2006","Juan Encarnacion","Cardinals","598","5.0 %","14.4 %","0.35",".278",".317",".443",".760",".165","4.5",".297","2.6","-1.2","70","-4.7",".322","93","320"
"2003","Eric Young","- - -","541","10.5 %","8.1 %","1.30",".251",".336",".392",".727",".141","5.6",".249","3.5","0.4","64","-2.5",".322","92","716"
"2008","Kurt Suzuki","Athletics","588","7.5 %","11.7 %","0.64",".279",".346",".370",".716",".091","1.9",".310","-0.2","-1.3","68","-3.0",".322","97","8259"
"2012","Jimmy Rollins","Phillies","699","8.9 %","13.7 %","0.65",".250",".316",".427",".743",".177","6.7",".262","5.0","3.3","84","4.0",".322","101","971"
"2005","Aaron Rowand","White Sox","640","5.0 %","18.1 %","0.28",".270",".329",".407",".736",".137","5.9",".316","2.4","0.9","75","-2.0",".322","93","254"
"2012","Elvis Andrus","Rangers","711","8.0 %","13.5 %","0.59",".286",".349",".378",".727",".092","6.1",".332","3.6","-0.7","85","4.0",".322","95","8709"
"2010","Placido Polanco","Phillies","602","5.3 %","7.8 %","0.68",".298",".339",".386",".726",".088","4.4",".312","2.0","0.5","70","0.5",".322","96","1176"
"2004","Jacque Jones","Twins","608","6.6 %","19.2 %","0.34",".254",".315",".427",".742",".173","3.8",".282","-0.4","-1.9","71","-4.3",".322","91","735"
"2006","Nick Punto","Twins","524","9.0 %","13.0 %","0.69",".290",".352",".373",".725",".083","6.7",".332","1.6","1.0","61","-4.3",".322","93","1429"
"2000","Kevin Young","Pirates","541","5.9 %","17.7 %","0.33",".258",".311",".433",".744",".175","4.1",".281"," ","0.3","62","-8.9",".322","84","1018"
"2010","Aramis Ramirez","Cubs","507","6.7 %","17.8 %","0.38",".241",".294",".452",".745",".211","1.9",".245","-5.7","-0.3","59","0.3",".322","94","1002"
"2006","David Bell","- - -","566","8.8 %","12.0 %","0.74",".270",".337",".399",".736",".129","3.7",".292","2.4","-0.1","66","-4.7",".322","88","1108"
"2002","Jeffrey Hammonds","Brewers","510","10.2 %","16.9 %","0.60",".257",".332",".397",".729",".141","3.8",".294","-0.8","-1.3","59","-1.8",".322","93","687"
"2010","Scott Podsednik","- - -","595","6.7 %","13.9 %","0.48",".297",".342",".382",".724",".085","6.2",".338","3.5","0.4","69","0.4",".322","99","1095"
"2003","Rich Aurilia","Giants","545","6.6 %","15.0 %","0.44",".277",".325",".410",".735",".133","2.8",".308","-1.0","-0.5","64","-2.8",".322","94","1106"
"2010","Brennan Boesch","Tigers","512","7.8 %","19.3 %","0.40",".256",".320",".416",".736",".159","4.5",".297","-0.9","0.6","59","0.3",".322","96","914"
"2003","Mark Kotsay","Padres","541","10.4 %","15.2 %","0.68",".266",".343",".384",".726",".118","4.4",".307","4.2","-0.2","64","-2.8",".322","98","1042"
"2011","Alexei Ramirez","White Sox","684","7.5 %","12.3 %","0.61",".269",".328",".399",".727",".130","3.5",".288","5.1","-1.2","80","3.1",".322","96","5133"
"2000","Bret Boone","Padres","525","9.5 %","18.5 %","0.52",".251",".326",".421",".747",".171","3.9",".274"," ","-0.2","60","-8.7",".322","92","1067"
"2001","Orlando Cabrera","Expos","684","6.3 %","7.9 %","0.80",".276",".324",".428",".752",".152","5.2",".281"," ","0.7","82","-3.3",".322","87","766"
"2000","Bengie Molina","Angels","513","4.5 %","6.4 %","0.70",".281",".318",".421",".739",".140","3.0",".275"," ","0.3","59","-8.6",".322","84","24"
"2010","Jose Guillen","- - -","577","5.5 %","19.6 %","0.28",".258",".314",".416",".730",".158","2.5",".291","-3.7","-0.2","67","0.2",".322","98","57"
"2011","Bobby Abreu","Angels","585","13.3 %","19.3 %","0.69",".253",".353",".365",".717",".112","4.4",".310","-3.3","1.6","68","2.5",".322","104","945"
"2005","Casey Blake","Indians","583","7.4 %","19.9 %","0.37",".241",".308",".438",".746",".197","3.2",".265","0.6","-1.5","68","-2.2",".321","97","719"
"2012","Erick Aybar","Angels","554","4.0 %","11.0 %","0.36",".290",".324",".416",".740",".126","6.4",".316","3.2","1.8","66","2.9",".321","106","4082"
"2006","Jay Payton","Athletics","588","3.7 %","8.8 %","0.42",".296",".325",".418",".743",".122","4.7",".310","2.1","-0.4","69","-5.1",".321","93","890"
"2007","Khalil Greene","Padres","659","4.9 %","19.4 %","0.25",".254",".291",".468",".759",".214","4.6",".274","1.8","0.4","76","-5.4",".321","98","1826"
"2007","Bill Hall","Brewers","503","8.0 %","25.4 %","0.31",".254",".315",".425",".740",".170","2.6",".319","0.5","-1.7","58","-4.1",".321","90","1605"
"2012","Dayan Viciedo","White Sox","543","5.2 %","22.1 %","0.23",".255",".300",".444",".744",".188","2.2",".286","-1.8","-1.3","65","2.7",".321","97","3917"
"2005","Jacque Jones","Twins","585","8.7 %","20.5 %","0.43",".249",".319",".438",".757",".189","5.5",".279","0.3","0.7","68","-2.3",".321","96","735"
"2002","Paul Lo Duca","Dodgers","632","5.4 %","4.9 %","1.10",".281",".330",".402",".731",".121","3.1",".282","-4.1","0.1","73","-2.4",".321","99","662"
"2006","Jason Kendall","Athletics","626","8.5 %","8.6 %","0.98",".295",".367",".342",".709",".047","3.6",".323","1.9","-0.3","73","-5.5",".321","92","993"
"2010","Marco Scutaro","Red Sox","695","7.6 %","10.2 %","0.75",".275",".333",".388",".721",".112","3.0",".295","3.3","-1.2","80","0.1",".321","93","1555"
"2000","Gerald Williams","Devil Rays","682","5.0 %","15.1 %","0.33",".274",".312",".427",".739",".153","4.2",".297"," ","-3.0","78","-11.6",".321","84","1395"
"2001","Craig Counsell","Diamondbacks","535","11.4 %","14.2 %","0.80",".275",".359",".362",".721",".087","4.0",".318"," ","-2.3","64","-2.7",".321","88","52"
"2007","Gary Matthews Jr.","Angels","579","9.5 %","17.6 %","0.54",".252",".323",".419",".742",".167","5.7",".279","4.0","1.4","67","-4.8",".321","92","153"
"2010","Casey Blake","Dodgers","571","8.4 %","24.2 %","0.35",".248",".320",".407",".727",".159","2.1",".305","2.2","-2.0","66","0.0",".321","100","719"
"2009","Mark Teahen","Royals","571","6.5 %","21.5 %","0.30",".271",".325",".408",".734",".137","4.4",".332","-3.4","0.8","65","-3.6",".321","90","4511"
"2012","Rickie Weeks","Brewers","677","10.9 %","25.0 %","0.44",".230",".328",".400",".728",".170","5.6",".285","2.3","1.3","81","3.3",".321","100","1849"
"2009","Stephen Drew","Diamondbacks","595","8.2 %","14.6 %","0.56",".261",".320",".428",".748",".167","5.8",".288","1.4","0.2","68","-3.8",".321","87","4251"
"2012","Kyle Seager","Mariners","651","7.1 %","16.9 %","0.42",".259",".316",".423",".738",".163","3.5",".286","0.1","-0.1","77","3.2",".321","108","9785"
"2003","Rocco Baldelli","Devil Rays","684","4.4 %","18.7 %","0.23",".289",".326",".416",".742",".127","6.9",".343","0.4","1.0","80","-3.9",".321","94","1656"
"2004","Bret Boone","Mariners","658","8.5 %","20.5 %","0.41",".251",".317",".423",".740",".172","3.2",".285","-1.6","-0.3","76","-5.2",".321","95","1067"
"2010","Alex Gonzalez","- - -","640","4.8 %","18.4 %","0.26",".250",".294",".447",".741",".197","3.0",".275","0.0","-1.0","73","-0.1",".321","96","520"
"2001","Terrence Long","Athletics","687","7.6 %","15.0 %","0.50",".283",".335",".412",".747",".129","4.6",".319"," ","0.5","82","-3.7",".321","96","927"
"2001","David Eckstein","Angels","664","6.5 %","9.0 %","0.72",".285",".355",".357",".712",".072","5.8",".312"," ","4.0","79","-3.6",".321","94","10"
"2000","Bill Mueller","Giants","631","8.2 %","9.8 %","0.84",".268",".333",".388",".721",".120","4.8",".283"," ","0.0","72","-11.0",".321","87","295"
"2011","Brett Gardner","Yankees","588","10.2 %","15.8 %","0.65",".259",".345",".369",".713",".110","8.3",".303","4.7","4.1","68","2.2",".321","97","9927"
"2004","Danny Bautista","Diamondbacks","582","6.0 %","11.3 %","0.53",".286",".332",".401",".733",".115","3.3",".308","4.2","0.2","67","-4.7",".321","85","47"
"2002","Raul Mondesi","- - -","637","9.3 %","16.2 %","0.57",".232",".308",".432",".740",".200","4.7",".239","2.4","0.4","74","-2.8",".321","93","1314"
"2005","Carl Everett","White Sox","547","7.7 %","18.1 %","0.42",".251",".311",".435",".745",".184","2.8",".265","-1.2","-1.5","63","-2.4",".321","92","1249"
"2009","Placido Polanco","Tigers","676","5.3 %","6.8 %","0.78",".285",".331",".396",".727",".112","4.5",".293","2.6","0.1","76","-4.6",".321","89","1176"
"2001","Jimmy Rollins","Phillies","720","6.7 %","15.0 %","0.44",".274",".323",".419",".743",".145","8.3",".308"," ","5.7","85","-4.1",".320","93","971"
"2012","Michael Saunders","Mariners","553","7.8 %","23.9 %","0.33",".247",".306",".432",".738",".185","6.2",".297","2.6","2.1","66","2.4",".320","108","9981"
"2002","Kevin Young","Pirates","525","9.5 %","19.2 %","0.50",".246",".322",".408",".730",".162","2.8",".280","2.3","-1.8","61","-2.4",".320","92","1018"
"2009","Kurt Suzuki","Athletics","614","4.6 %","9.6 %","0.47",".274",".313",".421",".734",".147","4.0",".280","3.7","0.4","69","-4.3",".320","93","8259"
"2000","Dave Martinez","- - -","513","9.7 %","14.2 %","0.68",".274",".346",".370",".716",".096","4.8",".314"," ","-1.5","58","-9.2",".320","82","1008160"
"2001","Roger Cedeno","Tigers","572","6.3 %","14.5 %","0.43",".293",".337",".396",".733",".103","8.5",".335"," ","4.5","67","-3.5",".320","97","869"
"2001","Placido Polanco","Cardinals","610","4.1 %","7.0 %","0.58",".307",".342",".383",".725",".076","5.5",".328"," ","1.1","72","-3.8",".320","92","1176"
"2003","Joe Crede","White Sox","580","5.5 %","12.9 %","0.43",".261",".308",".433",".741",".172","2.8",".271","-0.7","-0.3","67","-3.8",".320","90","227"
"2004","Jose Valentin","White Sox","504","8.5 %","27.6 %","0.31",".216",".287",".473",".760",".258","5.4",".237","1.3","-1.1","58","-4.4",".320","88","256"
"2008","Jeremy Hermida","Marlins","559","8.6 %","24.7 %","0.35",".249",".323",".406",".729",".157","5.0",".310","-0.7","0.4","63","-3.9",".320","90","7208"
"2004","Rob Mackowiak","Pirates","555","9.0 %","20.5 %","0.44",".246",".319",".420",".739",".173","6.0",".283","-1.3","0.7","64","-4.9",".320","89","995"
"2004","Brian Roberts","Orioles","736","9.6 %","12.9 %","0.75",".273",".344",".376",".720",".103","5.5",".312","1.3","0.4","85","-6.6",".320","92","166"
"2011","Vladimir Guerrero","Orioles","590","2.9 %","9.5 %","0.30",".290",".317",".416",".733",".126","2.3",".302","-4.3","-0.9","68","1.7",".320","96","778"
"2006","Mark Grudzielanek","Royals","586","4.8 %","11.8 %","0.41",".297",".331",".409",".740",".111","4.4",".327","1.8","-0.5","68","-6.0",".319","89","653"
"2005","Rob Mackowiak","Pirates","512","8.4 %","19.5 %","0.43",".272",".337",".389",".726",".117","4.5",".330","-0.3","-0.3","59","-2.8",".319","92","995"
"2009","Daniel Murphy","Mets","556","6.8 %","12.4 %","0.55",".266",".313",".427",".741",".161","4.0",".284","1.6","-0.3","62","-4.3",".319","94","4316"
"2012","Brett Lawrie","Blue Jays","536","6.2 %","16.0 %","0.38",".273",".324",".405",".729",".132","5.2",".311","1.9","-1.2","63","1.8",".319","100","5247"
"2011","Mitch Moreland","Rangers","512","7.6 %","18.0 %","0.42",".259",".320",".414",".733",".155","2.7",".290","1.6","-0.8","59","1.3",".319","92","3086"
"2000","Rickey Henderson","- - -","519","17.0 %","14.5 %","1.17",".233",".368",".305",".673",".071","6.4",".272"," ","2.2","58","-9.8",".319","87","194"
"2002","Jason Varitek","Red Sox","519","7.9 %","18.3 %","0.43",".266",".332",".392",".724",".126","3.2",".312","-1.2","-0.5","59","-2.9",".319","91","217"
"2000","Troy O'Leary","Red Sox","563","7.8 %","13.5 %","0.58",".261",".320",".411",".731",".150","3.1",".283"," ","-0.9","63","-10.6",".319","82","789"
"2000","Ron Coomer","Twins","589","6.1 %","8.5 %","0.72",".270",".317",".415",".733",".145","2.6",".271"," ","0.5","66","-11.1",".319","81","816"
"2011","Jayson Werth","Nationals","649","11.4 %","24.7 %","0.46",".232",".330",".389",".718",".157","4.6",".286","2.6","2.0","74","1.5",".319","100","1327"
"2008","Jose Guillen","Royals","633","3.6 %","16.7 %","0.22",".264",".300",".438",".738",".174","2.5",".291","-3.2","-0.4","71","-4.9",".319","90","57"
"2010","Orlando Hudson","Twins","559","8.9 %","15.6 %","0.57",".268",".338",".372",".710",".105","5.8",".312","2.6","0.3","63","-0.9",".319","97","1307"
"2005","Edgar Renteria","Red Sox","692","7.9 %","14.5 %","0.55",".276",".335",".385",".721",".109","4.9",".315","4.0","-0.1","79","-4.0",".319","90","1178"
"2009","Ryan Theriot","Cubs","677","7.5 %","13.7 %","0.55",".284",".343",".369",".712",".085","5.4",".323","2.0","-0.5","76","-5.5",".319","87","3811"
"2011","Elvis Andrus","Rangers","665","8.4 %","11.1 %","0.76",".279",".347",".361",".708",".082","6.4",".312","7.7","2.0","76","1.5",".319","91","8709"
"2002","Steve Cox","Devil Rays","633","9.5 %","18.3 %","0.52",".254",".330",".396",".727",".143","3.5",".290","-2.8","1.0","72","-3.7",".319","94","1200"
"2009","Brandon Inge","Tigers","637","8.5 %","26.7 %","0.32",".230",".314",".406",".720",".176","2.4",".277","-0.8","-2.1","71","-5.2",".319","88","470"
"2006","Garret Anderson","Angels","588","6.5 %","16.2 %","0.40",".280",".323",".433",".756",".153","2.6",".308","-0.8","0.0","67","-6.4",".319","90","2"
"2001","Eric Young","Cubs","672","6.3 %","6.7 %","0.93",".279",".333",".393",".726",".114","6.4",".292"," ","0.1","79","-4.9",".319","91","716"
"2009","Alexei Ramirez","White Sox","606","8.1 %","10.9 %","0.74",".277",".333",".389",".723",".113","4.0",".288","1.2","0.3","68","-5.1",".319","86","5133"
"2002","Jason Kendall","Pirates","605","8.1 %","4.8 %","1.69",".283",".350",".356",".706",".073","4.4",".293","-1.5","-0.4","69","-3.7",".318","91","993"
"2003","Edgardo Alfonzo","Giants","586","9.9 %","7.0 %","1.41",".259",".334",".391",".726",".132","3.3",".257","0.4","0.0","67","-4.6",".318","92","859"
"2010","Ty Wigginton","Orioles","649","7.7 %","17.9 %","0.43",".248",".312",".415",".727",".167","1.4",".270","-1.8","-0.9","73","-1.5",".318","93","1491"
"2010","Derek Jeter","Yankees","739","8.5 %","14.3 %","0.59",".270",".340",".370",".710",".100","5.5",".307","3.7","1.0","83","-1.8",".318","93","826"
"2005","Aubrey Huff","Devil Rays","636","7.7 %","13.8 %","0.56",".261",".321",".428",".749",".167","3.4",".271","1.0","-1.5","72","-4.2",".318","94","1213"
"2005","Lew Ford","Twins","590","7.6 %","14.4 %","0.53",".264",".338",".377",".716",".113","5.2",".301","1.9","-0.1","67","-3.9",".318","93","1724"
"2012","Daniel Murphy","Mets","612","5.9 %","13.4 %","0.44",".291",".332",".403",".735",".112","4.6",".329","0.5","0.5","71","1.4",".318","101","4316"
"2003","Orlando Hudson","Blue Jays","521","7.5 %","16.7 %","0.45",".268",".328",".395",".723",".127","4.6",".310","3.0","-0.8","60","-4.4",".318","88","1307"
"2003","Alex Gonzalez","Marlins","582","5.7 %","18.2 %","0.31",".256",".313",".443",".756",".188","3.2",".286","0.8","-1.8","66","-4.9",".318","93","520"
"2001","Edgardo Alfonzo","Mets","519","9.8 %","11.9 %","0.82",".243",".322",".403",".725",".160","3.6",".245"," ","1.0","60","-4.3",".317","93","859"
"2011","Kosuke Fukudome","- - -","603","10.1 %","18.2 %","0.55",".262",".342",".370",".712",".108","3.0",".316","-2.4","-2.2","68","0.7",".317","98","3263"
"2011","Jamey Carroll","Dodgers","510","9.2 %","11.4 %","0.81",".290",".359",".347",".706",".058","5.8",".332","1.2","1.4","58","0.5",".317","103","1591"
"2010","Ben Zobrist","Rays","655","14.0 %","16.3 %","0.86",".238",".346",".353",".699",".115","5.4",".273","3.7","3.0","73","-2.0",".317","100","7435"
"2004","Kaz Matsui","Mets","509","7.9 %","19.1 %","0.41",".272",".331",".396",".727",".124","5.3",".330","-2.3","1.4","57","-5.7",".317","90","1854"
"2008","Miguel Tejada","Astros","666","3.6 %","10.8 %","0.33",".283",".314",".415",".729",".131","4.2",".302","1.4","-2.0","74","-6.2",".317","91","941"
"2008","Kevin Millar","Orioles","610","11.6 %","15.2 %","0.76",".234",".323",".394",".717",".160","1.6",".245","-5.9","-0.8","68","-5.7",".317","88","529"
"2002","Alex Gonzalez","Cubs","568","8.1 %","23.9 %","0.34",".248",".312",".425",".737",".177","4.3",".302","-7.6","-0.3","64","-4.2",".317","92","281"
"2002","Eric Karros","Dodgers","573","6.5 %","12.9 %","0.50",".271",".323",".399",".722",".128","2.5",".291","-1.2","-0.1","65","-4.3",".317","96","659"
"2009","Rafael Furcal","Dodgers","680","9.0 %","13.1 %","0.69",".269",".335",".375",".711",".106","5.1",".302","4.4","-0.6","75","-6.7",".317","92","88"
"2007","Melky Cabrera","Yankees","612","7.0 %","11.1 %","0.63",".273",".327",".391",".718",".117","5.8",".295","-0.9","-0.1","68","-7.4",".317","89","4022"
"2001","Jose Offerman","Red Sox","594","10.3 %","16.3 %","0.63",".267",".342",".374",".716",".107","4.2",".310"," ","0.1","68","-5.3",".317","90","205"
