"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2000","Edgar Renteria","Cardinals","643","9.8 %","12.0 %","0.82",".278",".346",".423",".770",".146","4.5",".293"," ","-1.7","82","-2.1",".337","95","1178"
"2003","Aramis Ramirez","- - -","670","6.3 %","14.8 %","0.42",".272",".324",".465",".788",".193","2.6",".280","-2.4","-0.6","87","5.1",".337","101","1002"
"2011","Torii Hunter","Angels","649","9.6 %","19.3 %","0.50",".262",".336",".429",".765",".167","3.1",".297","1.3","-2.4","84","10.7",".337","114","731"
"2001","Robin Ventura","Mets","549","16.0 %","18.4 %","0.87",".237",".359",".419",".778",".182","1.9",".257"," ","-1.8","73","4.5",".337","105","854"
"2004","Randy Winn","Mariners","703","7.5 %","13.9 %","0.54",".286",".346",".427",".772",".141","5.7",".317","-0.4","1.0","91","3.9",".337","106","1235"
"2004","Ronnie Belliard","Indians","663","9.0 %","14.8 %","0.61",".282",".348",".426",".774",".144","2.6",".320","2.9","-0.4","86","3.7",".337","104","677"
"2000","Jay Payton","Mets","529","5.7 %","11.3 %","0.50",".291",".331",".447",".778",".156","3.0",".298"," ","-4.0","68","-1.9",".337","98","890"
"2008","Ken Griffey Jr.","- - -","575","13.6 %","15.5 %","0.88",".249",".353",".424",".778",".176","1.8",".269","-5.3","-0.8","73","3.9",".336","99","327"
"2010","Adam Jones","Orioles","621","3.7 %","19.2 %","0.19",".284",".325",".442",".767",".158","4.5",".328","2.5","-1.9","79","7.7",".336","105","6368"
"2003","Ronnie Belliard","Rockies","505","9.7 %","14.1 %","0.69",".277",".351",".409",".760",".132","4.7",".314","-2.1","0.5","66","3.7",".336","87","677"
"2009","Yadier Molina","Cardinals","544","9.2 %","7.2 %","1.28",".293",".366",".383",".749",".089","3.1",".309","-3.1","0.1","69","3.5",".336","106","7007"
"2002","David Eckstein","Angels","702","6.4 %","6.3 %","1.02",".293",".363",".388",".752",".095","6.2",".301","5.4","-1.3","90","6.1",".336","105","10"
"2003","D'Angelo Jimenez","- - -","639","10.3 %","13.9 %","0.74",".273",".349",".415",".764",".143","4.7",".301","1.4","-0.9","83","4.6",".336","100","1038"
"2004","Geoff Jenkins","Brewers","681","6.8 %","22.3 %","0.30",".264",".325",".473",".798",".209","4.5",".306","0.4","0.0","88","3.6",".336","100","690"
"2006","Kenny Lofton","Dodgers","522","8.6 %","8.0 %","1.07",".301",".360",".403",".763",".102","8.2",".324","2.7","4.0","68","2.1",".336","101","246"
"2003","Wes Helms","Brewers","536","8.0 %","24.4 %","0.33",".261",".330",".450",".780",".189","1.1",".307","-0.6","-0.5","69","3.7",".336","101","94"
"2010","Brandon Phillips","Reds","687","6.7 %","12.1 %","0.55",".275",".332",".430",".762",".155","5.4",".293","2.7","-2.2","87","8.3",".336","104","791"
"2005","Matt Lawton","- - -","585","11.8 %","13.2 %","0.90",".254",".356",".396",".752",".142","4.3",".275","-1.9","-0.4","75","4.9",".336","103","390"
"2010","Michael Young","Rangers","718","7.0 %","16.0 %","0.43",".284",".330",".444",".774",".160","3.7",".311","2.6","-0.5","91","8.6",".336","101","1286"
"2007","Carlos Delgado","Mets","607","8.6 %","19.4 %","0.44",".258",".333",".448",".781",".190","2.9",".286","-7.3","0.3","78","2.4",".336","101","1297"
"2002","Reggie Sanders","Giants","571","8.2 %","21.2 %","0.39",".250",".324",".455",".779",".206","6.5",".280","1.6","1.0","73","4.6",".336","106","1129"
"2003","Carlos Pena","Tigers","516","10.3 %","23.8 %","0.43",".248",".332",".440",".772",".192","4.2",".298","0.1","-1.4","67","3.4",".336","106","934"
"2001","Frank Menechino","Athletics","578","13.7 %","16.8 %","0.81",".242",".369",".374",".742",".132","3.3",".277"," ","-0.9","76","4.1",".336","106","931"
"2009","Brandon Phillips","Reds","644","6.8 %","11.6 %","0.59",".276",".329",".447",".776",".171","5.7",".284","2.2","0.8","81","3.6",".336","100","791"
"2006","Shawn Green","- - -","588","7.7 %","13.9 %","0.55",".277",".344",".432",".776",".155","3.6",".303","-1.5","-1.2","76","2.0",".335","96","651"
"2004","Michael Tucker","Giants","547","12.8 %","19.4 %","0.66",".256",".353",".412",".765",".155","5.3",".303","1.1","0.0","70","2.4",".335","101","635"
"2012","Nelson Cruz","Rangers","642","7.5 %","21.8 %","0.34",".260",".319",".460",".779",".200","3.5",".301","-2.6","-0.6","84","10.5",".335","105","2434"
"2004","Larry Bigbie","Orioles","531","8.5 %","21.3 %","0.40",".280",".341",".427",".768",".146","4.3",".336","3.8","0.2","68","2.3",".335","102","128"
"2008","Adrian Beltre","Mariners","612","8.2 %","14.7 %","0.56",".266",".327",".457",".784",".191","3.6",".276","-1.6","0.4","77","3.5",".335","106","639"
"2009","Franklin Gutierrez","Mariners","629","7.3 %","19.4 %","0.38",".283",".339",".425",".764",".142","4.8",".333","1.5","0.7","79","3.4",".335","104","3255"
"2011","Peter Bourjos","Angels","552","5.8 %","22.5 %","0.26",".271",".327",".438",".765",".167","7.4",".338","3.2","0.4","70","8.4",".335","113","2578"
"2005","Vernon Wells","Blue Jays","678","6.9 %","12.7 %","0.55",".269",".320",".463",".783",".194","4.0",".270","-1.7","0.1","86","5.2",".335","102","1326"
"2002","Juan Encarnacion","- - -","644","7.1 %","17.5 %","0.41",".271",".324",".449",".773",".178","5.5",".295","-1.0","0.4","82","4.9",".335","103","320"
"2012","Pedro Alvarez","Pirates","586","9.7 %","30.7 %","0.32",".244",".317",".467",".784",".223","2.1",".308","1.9","-0.4","76","9.4",".335","112","2495"
"2012","Jose Reyes","Marlins","716","8.8 %","7.8 %","1.13",".287",".347",".433",".780",".146","7.1",".298","1.8","2.8","93","11.5",".335","109","1736"
"2009","Adam Kennedy","Athletics","587","7.7 %","14.7 %","0.52",".289",".348",".410",".758",".121","4.6",".326","0.5","1.1","73","3.0",".335","103","19"
"2006","Curtis Granderson","Tigers","679","9.7 %","25.6 %","0.38",".260",".335",".438",".773",".178","5.8",".333","3.1","-0.8","87","1.9",".335","99","4747"
"2001","Tim Salmon","Angels","581","16.5 %","20.8 %","0.79",".227",".365",".383",".748",".156","3.5",".268"," ","0.5","76","3.7",".335","104","32"
"2011","Emilio Bonifacio","Marlins","641","9.2 %","20.1 %","0.46",".296",".360",".393",".753",".097","7.0",".372","2.1","3.0","82","9.5",".335","109","4054"
"2002","Joe Randa","Royals","617","7.5 %","11.2 %","0.67",".282",".341",".426",".768",".144","3.6",".300","-3.1","-0.1","79","4.5",".335","98","623"
"2008","James Loney","Dodgers","651","6.9 %","13.1 %","0.53",".289",".338",".434",".772",".145","4.2",".315","-2.1","-0.7","82","3.4",".335","102","4556"
"2012","Mark Reynolds","Orioles","538","13.6 %","29.6 %","0.46",".221",".335",".429",".763",".208","1.8",".282","-0.4","-1.6","70","8.5",".335","108","7619"
"2004","Carl Crawford","Devil Rays","672","5.2 %","12.1 %","0.43",".296",".331",".450",".781",".155","8.9",".322","3.6","5.1","86","2.5",".335","101","1201"
"2001","Garret Anderson","Angels","704","3.8 %","14.2 %","0.27",".289",".314",".478",".792",".189","4.0",".302"," ","0.0","92","4.3",".334","104","2"
"2012","Chris Johnson","- - -","528","5.9 %","25.0 %","0.23",".281",".326",".451",".777",".170","4.4",".354","-1.7","0.1","69","8.3",".334","108","1191"
"2010","Angel Pagan","Mets","633","7.0 %","15.3 %","0.45",".290",".340",".425",".765",".135","6.9",".331","4.8","3.3","80","6.8",".334","108","2918"
"2005","Robinson Cano","Yankees","551","2.9 %","12.3 %","0.24",".297",".320",".458",".778",".161","3.8",".318","1.1","-1.2","70","3.8",".334","105","3269"
"2003","Bobby Kielty","- - -","509","13.9 %","18.1 %","0.77",".244",".358",".400",".758",".157","4.2",".279","0.3","0.2","65","2.7",".334","100","736"
"2009","Luis Castillo","Mets","580","11.9 %","10.0 %","1.19",".302",".387",".346",".732",".043","5.4",".338","2.3","1.0","72","2.7",".334","104","513"
"2005","Ronnie Belliard","Indians","587","6.0 %","12.3 %","0.49",".284",".325",".450",".774",".166","2.5",".297","1.8","-0.6","74","4.0",".334","106","677"
"2000","Eric Karros","Dodgers","663","9.5 %","18.4 %","0.52",".250",".321",".459",".780",".209","2.5",".260"," ","-0.5","83","-3.8",".334","99","659"
"2000","Jacque Jones","Twins","552","4.7 %","20.1 %","0.23",".285",".319",".463",".781",".178","4.5",".331"," ","-0.8","69","-3.2",".334","90","735"
"2005","Kevin Millar","Red Sox","519","10.4 %","14.3 %","0.73",".272",".355",".399",".753",".127","2.0",".302","-4.2","-0.6","66","3.5",".334","100","529"
"2004","Pedro Feliz","Giants","531","4.3 %","16.0 %","0.27",".276",".305",".485",".790",".209","4.4",".292","-1.3","0.0","68","1.7",".334","100","1112"
"2012","Neil Walker","Pirates","530","8.9 %","19.6 %","0.45",".280",".342",".426",".768",".146","2.9",".326","1.5","-1.2","69","8.1",".334","111","7539"
"2001","Lee Stevens","Expos","628","11.8 %","25.0 %","0.47",".245",".338",".452",".790",".207","2.7",".294"," ","-0.1","82","3.6",".334","95","796"
"2002","Tino Martinez","Cardinals","576","10.1 %","12.3 %","0.82",".262",".337",".438",".776",".176","2.6",".267","1.4","-0.3","73","3.8",".334","103","1168"
"2003","Jay Gibbons","Orioles","682","7.2 %","13.0 %","0.55",".277",".330",".456",".786",".179","1.9",".290","-3.1","-0.5","87","3.5",".334","105","141"
"2004","Jeff Conine","Marlins","579","8.3 %","13.5 %","0.62",".280",".340",".432",".772",".152","2.6",".303","0.8","-1.3","74","1.8",".334","103","131"
